UniprotKB,r,theta,DC,CC,BC,EC,idr,nucleus,cytoplasm,endomembrane,multi
P0C7H8,18.91458856,2.028692152,5,1.64E-05,101.2566246,0.00022923,0,0,0,0,0
P16144,17.89381711,5.704237079,28,2.19E-05,11178.58649,0.02417122,0,0,0,1,0
Q9BYR9,18.91137402,2.028392163,5,1.64E-05,101.2566246,0.00022923,0,0,0,0,0
P60369,18.71505914,4.77309409,9,1.81E-05,1907.930525,0.00128107,0,0,0,0,0
O75061,18.81499112,2.931200549,7,1.98E-05,4667.120253,0.00556098,0,0,0,0,1
Q96RT8,18.03047788,2.09738278,25,2.07E-05,6335.803445,0.00990769,0,0,1,0,0
O75063,18.52146929,2.866740429,13,1.83E-05,3252.901982,0.00081559,0,0,0,0,1
P07585,18.39739882,3.986519662,16,2.08E-05,24156.08842,0.00876693,0,0,0,0,0
P02649,17.61906366,2.406498601,35,2.13E-05,31802.54774,0.01356742,0,0,0,1,0
Q96AY3,18.16621186,3.685819168,22,2.05E-05,2106.155725,0.00902008,0,0,0,1,0
O75074,19.14627122,2.791079901,2,1.72E-05,28.36109311,0.00039542,0,0,0,1,0
Q9Y2D9,19.07056066,4.925980023,3,2.09E-05,316.2336871,0.00990266,0,1,0,0,0
Q9UFB7,19.14634635,4.926049498,2,1.62E-05,10.45205665,0.00015675,0,1,0,0,0
P20962,18.48624571,3.5444545,14,2.00E-05,530.7040187,0.00718006,0,1,0,0,0
P30520,18.06832511,3.544295153,24,2.10E-05,21687.17451,0.01353874,0,0,0,0,1
P52888,18.06810783,3.543940256,24,2.03E-05,2971.513356,0.01112525,0,0,1,0,0
Q15477,18.78412174,5.066148137,8,2.13E-05,477.3041879,0.01885,0,0,0,0,1
O96005,18.48581379,2.518180623,14,2.00E-05,7450.0304,0.00292165,0,0,0,1,0
P78383,19.07015581,2.454561147,3,1.67E-05,127.9482747,0.00020643,0,0,0,0,1
Q13442,18.78422908,5.749374692,8,2.08E-05,1188.541603,0.01237186,0,0,0,0,1
Q9NVV5,18.8874198,2.482141133,6,1.73E-05,996.704899,0.00042411,0,0,0,1,0
Q9UBY8,19.1464966,4.265505559,2,1.80E-05,96.58364774,0.00078037,0,0,0,0,0
P56703,19.14664683,4.118084767,2,1.61E-05,19.421536,9.88E-05,0,0,0,1,0
P55107,18.88780755,3.42388062,6,1.78E-05,435.8665924,0.00076429,0,0,0,1,0
Q0VGE8,18.60931898,1.151670551,11,1.92E-05,869.1409719,0.00555007,0,1,0,0,0
Q6ZSS3,18.89985073,3.143965637,5,1.91E-05,283.0323519,0.00372302,0,1,0,0,0
Q8TA94,18.78337008,3.381690254,8,1.85E-05,286.692734,0.00133458,0,0,0,1,0
Q8TD17,18.48552575,1.12710072,14,2.12E-05,17983.49195,0.01138997,0,1,0,0,0
Q96BR6,18.03137951,1.714766382,25,2.02E-05,5685.405407,0.00683032,0,0,0,0,0
Q9H9D4,16.59053469,3.910147338,69,2.16E-05,57367.98358,0.01647091,0,0,1,0,0
Q9HAH1,18.71229787,2.894286829,9,1.79E-05,654.1301362,0.00096315,0,1,0,0,0
Q9NZL3,18.78444371,2.887309897,8,1.90E-05,2166.031705,0.00268992,0,1,0,0,0
Q9UL59,18.60970144,1.152007643,11,1.90E-05,650.9714949,0.00501648,0,0,0,0,1
Q7Z2X4,19.14687212,3.14389549,2,1.73E-05,26.52548287,0.0003792,0,0,0,1,0
O75106,19.07258246,2.121829146,3,1.74E-05,35.30743288,0.00033501,0,0,0,0,0
Q16853,18.71436953,1.890702998,9,1.98E-05,3348.389427,0.00339349,0,0,0,0,1
O75112,18.71941586,4.74921075,9,2.05E-05,4427.467839,0.0112882,0,0,0,0,1
O75716,17.62647658,2.034034943,35,2.05E-05,29753.61802,0.00574785,0,0,0,0,1
P35612,18.34583695,2.950099536,17,2.01E-05,5220.321547,0.0044735,1,0,0,0,1
Q6P3S6,18.5864952,0.035090116,12,2.07E-05,5043.359645,0.01666799,0,1,0,0,0
O75122,17.86874202,3.345545391,29,2.25E-05,19035.77881,0.02750862,0,0,0,0,1
Q8N2R8,18.7846583,4.118418154,8,1.83E-05,86.73921613,0.0018784,0,0,0,1,0
Q9HC77,17.0975238,0.897747796,51,2.19E-05,32051.07101,0.02695927,1,0,1,0,0
Q9UDT6,18.91269889,3.345536918,5,1.88E-05,59.69114065,0.00205504,0,0,0,0,0
O94967,18.61008375,1.520408031,11,1.83E-05,1330.663191,0.00122103,0,0,0,0,1
O75129,19.14807287,2.507514385,2,1.81E-05,48.35707598,0.00157187,0,0,0,0,1
Q8IYE0,18.09533658,1.734437553,23,2.10E-05,5538.836569,0.01367584,0,0,0,0,0
O75151,18.95248049,1.624560346,4,2.11E-05,267.5250099,0.01189433,1,1,0,0,0
O75140,18.48595779,0.367726215,14,1.86E-05,3644.816622,0.00140358,0,0,0,0,0
Q12980,18.39928236,0.367718208,16,1.90E-05,2795.187647,0.00146837,0,0,1,0,0
Q5T011,18.39943917,0.367992429,16,1.93E-05,2071.262164,0.00237153,0,0,0,0,1
Q969R8,18.53184368,0.367177841,13,1.77E-05,1282.690327,0.00056192,0,0,0,1,0
Q96S15,18.25981199,0.368073891,19,2.02E-05,10115.99465,0.00650439,0,0,0,0,1
Q96MD2,18.90539061,0.367167805,5,1.72E-05,308.6346484,0.0004657,0,0,0,0,1
P58004,18.45362807,0.367971494,15,1.99E-05,1694.828996,0.00658655,1,0,1,0,0
Q8IYT8,18.90386539,3.915488079,5,1.77E-05,104.8251696,0.00103824,1,0,0,0,0
Q96LT7,18.59790676,3.915993491,11,1.85E-05,15784.0226,0.00156501,0,0,0,0,1
Q9BXW4,18.02889811,3.916257793,25,2.05E-05,3880.168465,0.00753068,1,0,1,0,0
O75144,18.78240284,2.437030602,8,1.80E-05,715.7106392,0.00078897,0,0,0,1,0
Q9HCU5,18.59764882,2.512311063,11,2.20E-05,4862.963398,0.01538236,0,0,0,1,0
Q9Y6W8,18.88848576,4.45317683,6,1.90E-05,1112.450114,0.00230453,0,0,0,0,1
O14523,18.16561984,2.439377779,22,2.20E-05,20848.9779,0.0151716,0,0,0,1,0
Q8N468,18.52963935,2.158397527,13,1.88E-05,3610.061213,0.0013887,0,0,0,0,0
Q96D71,17.66469215,0.159147934,34,2.22E-05,10485.103,0.02310535,0,0,0,0,1
P02533,18.06702075,5.542218713,24,2.18E-05,6498.605234,0.0554578,1,0,1,0,0
P13647,17.66436878,5.542647318,34,2.26E-05,11621.67759,0.07211045,0,0,1,0,0
P54922,18.95257143,1.361809398,4,1.81E-05,78.5045715,0.00115443,0,1,0,0,0
Q2TAY7,18.31734097,6.28092148,18,2.22E-05,1507.590319,0.03532904,0,0,0,1,0
Q32MK0,18.81415777,3.206174269,7,1.93E-05,500.4224773,0.00598685,0,0,0,0,1
Q8NEP3,18.90672331,2.37729639,5,1.85E-05,189.8019321,0.00141625,0,0,0,0,1
Q92621,17.48976001,0.837708751,39,2.26E-05,8627.372699,0.0444535,0,0,0,0,0
Q9H6F5,18.19787052,5.733697301,21,2.20E-05,1372.989536,0.04117442,0,0,0,0,1
Q9HBJ0,18.31751095,1.232670802,18,1.90E-05,195.2012862,0.00672526,0,0,0,0,1
Q9UKA8,18.5980357,3.957206994,11,1.92E-05,1583.83831,0.00321104,0,1,0,0,0
Q9UPN3,17.86582888,2.78385652,29,2.28E-05,16030.33841,0.04099198,0,0,0,0,1
Q9UPP1,17.25094868,0.60976669,46,2.19E-05,16672.30536,0.03374018,1,1,0,0,0
P08637,18.68792888,4.247663568,10,1.98E-05,1017.547005,0.00462872,0,0,0,0,0
P63146,18.48883338,3.122741662,14,2.00E-05,1315.051319,0.00570519,0,0,0,0,1
Q16763,18.16502746,4.195532965,22,2.07E-05,4015.09255,0.01342094,0,0,0,0,1
Q6ZYL4,18.3464979,5.059468386,17,1.92E-05,623.9136866,0.00381146,0,0,0,0,0
Q86VD1,18.94801474,5.517557792,4,1.77E-05,55.90053725,0.00069674,0,0,0,0,0
Q9BTA9,18.48840256,5.086450594,14,2.06E-05,2789.530263,0.00982349,0,1,0,0,0
Q9BVL2,17.51142208,0.835336145,38,2.08E-05,11471.95245,0.00900868,0,0,0,0,0
Q9UHA7,18.64993603,5.085779922,10,1.91E-05,1240.761413,0.00427733,0,0,0,0,0
Q86XK3,18.86704991,5.085318084,6,2.13E-05,4468.931052,0.01424037,0,0,0,0,1
O95361,18.65005853,1.615923939,10,1.98E-05,884.9009239,0.00617254,0,0,0,0,1
P00540,18.31785083,3.817777105,18,2.06E-05,2710.12846,0.00823829,0,0,0,0,0
Q6NUN0,18.46221293,2.766153178,15,1.90E-05,1317.159712,0.00222199,0,0,0,1,0
Q8NA75,18.81394933,5.105465723,7,1.94E-05,192.8437729,0.00831267,0,0,0,0,0
Q96J01,18.20359121,6.058181076,21,2.15E-05,5582.875671,0.02417281,0,0,0,0,1
Q96KV7,18.52577023,1.77503617,13,1.98E-05,1159.062521,0.00475353,0,0,1,0,0
Q9BXF9,18.71804207,2.38606442,9,1.93E-05,1056.36243,0.00260407,0,0,0,0,1
Q9ULD2,18.37980838,0.345748077,16,2.09E-05,7558.485637,0.01241626,0,0,0,0,1
Q9Y2I8,18.16423709,3.437686973,22,2.15E-05,5452.673313,0.02796348,0,0,1,0,0
O75154,18.60292342,3.177946039,11,1.90E-05,476.2170667,0.00231708,0,0,0,0,1
P18085,18.38012803,2.966304591,16,2.20E-05,3649.303369,0.02704115,0,0,0,0,0
P57735,18.52618549,3.18058395,13,1.92E-05,1509.756527,0.00241678,0,0,0,1,0
Q86YS3,18.58453719,3.177940388,12,1.90E-05,685.2964294,0.00238892,0,0,0,0,0
Q9UBF8,18.34666308,3.420864295,17,2.06E-05,21056.58024,0.01485508,0,0,0,1,0
O75190,17.03876316,4.545147408,53,2.29E-05,26566.33896,0.05546838,0,0,0,0,1
P0DMS8,18.87826476,2.861420616,6,1.82E-05,164.9167375,0.00092424,0,0,0,0,0
O75157,18.90976292,4.734372222,5,1.82E-05,30.03433046,0.00155362,0,0,1,0,0
Q6P1L5,18.03834007,3.499579811,25,2.10E-05,10572.17787,0.01880608,0,0,0,0,1
Q9UHY1,18.26142988,0.304487205,19,2.07E-05,5347.192658,0.01464665,0,0,1,0,0
Q96KN7,18.78272535,5.32968237,8,1.99E-05,1486.57053,0.00642121,0,0,0,0,0
O75167,18.65116038,0.225413236,10,2.04E-05,1219.596835,0.01075057,0,0,0,1,0
Q9BTV4,17.89097514,2.34218148,28,2.15E-05,14666.42111,0.01401333,0,0,0,0,0
Q9ULV0,17.78067001,0.14588847,31,2.08E-05,8704.256069,0.01568412,0,0,0,1,0
Q9BXS9,18.26196861,3.003848824,19,2.04E-05,6625.834919,0.00460818,0,0,0,0,1
O43909,18.37484079,2.623267079,16,1.87E-05,3127.363597,0.00119853,0,0,0,0,0
Q7L8W6,18.71666643,2.418902527,9,1.86E-05,694.1352154,0.00106663,0,1,0,0,0
Q86XX4,17.66372173,1.332805605,34,2.16E-05,28454.85046,0.01465158,0,0,0,0,0
O00462,18.57693049,2.066388655,12,1.86E-05,1410.162019,0.00127915,0,0,0,1,0
O95450,18.37500142,1.409709341,16,1.92E-05,5611.296038,0.00196799,0,0,0,1,0
P04181,18.45050176,6.029642006,15,2.07E-05,2984.556578,0.01066579,0,0,0,0,1
O75177,18.31802073,4.935352748,18,2.07E-05,2146.988813,0.0163273,0,0,0,0,1
P09016,18.89322057,0.709040668,5,1.83E-05,355.293924,0.00166174,0,0,0,0,1
Q00978,18.5268772,4.700597082,13,1.99E-05,766.8993075,0.00681004,0,0,1,0,0
Q6FHJ7,18.57270916,0.70710117,12,1.96E-05,1321.439744,0.00460887,0,0,0,0,0
P29374,18.31836044,5.188958535,18,2.07E-05,1117.874801,0.01897238,0,1,0,0,0
P29375,18.09364277,5.18584938,23,2.18E-05,1632.974259,0.02537876,1,0,0,0,1
Q13127,18.20092557,4.931000987,21,2.11E-05,1276.619053,0.02386544,0,0,0,0,1
Q15014,17.05892607,1.232410947,52,2.24E-05,19620.47421,0.03550909,0,1,0,0,0
Q7Z589,17.71083248,5.185860622,32,2.27E-05,6786.107372,0.03929096,0,1,0,0,0
Q8WUU5,18.21173505,5.187145767,20,2.15E-05,5554.308418,0.02234835,0,1,0,0,0
Q96QT6,18.44346972,5.185849869,15,2.14E-05,373.8640439,0.01958156,0,1,0,0,0
Q9BUL5,18.647974,5.187863717,10,1.85E-05,336.9241673,0.00354274,0,1,0,0,0
Q9H160,17.6899185,5.188081286,33,2.14E-05,4232.49009,0.02912791,0,1,0,0,0
Q9H2S9,18.5729735,4.96815314,12,1.94E-05,125.6344775,0.00754408,0,1,0,0,0
Q9H7L9,18.00189089,5.188106159,25,2.08E-05,2058.274289,0.02074688,0,0,0,0,1
Q9NP50,17.31086573,5.188146172,44,2.07E-05,14215.43051,0.0156079,0,0,0,0,1
Q9UBU8,16.89624376,5.186994142,58,2.29E-05,22114.9827,0.04542013,0,1,0,0,0
Q9UKS7,18.52743023,4.962977291,13,2.01E-05,838.6817854,0.01057944,0,0,0,0,1
O75185,19.15174133,3.978278176,2,1.84E-05,41.271845,0.00187376,0,0,0,0,1
Q96D31,18.82648381,3.978253522,7,2.10E-05,18828.61441,0.01012854,0,0,0,0,0
O95429,16.85402444,4.546659711,59,2.25E-05,34808.85322,0.07287946,0,0,0,0,0
P25686,17.63083163,4.55706635,35,2.16E-05,11302.69819,0.02490978,0,1,0,0,0
Q13326,18.37596463,0.621293975,16,2.00E-05,16104.78851,0.00977525,0,0,0,0,0
Q13398,18.37580416,4.544279796,16,1.99E-05,1585.997588,0.00760265,0,0,1,0,0
Q15327,18.5733699,5.182058842,12,1.94E-05,651.1858527,0.0038499,0,1,0,0,0
Q8TED1,18.57350199,2.593788562,12,2.02E-05,9730.678155,0.00420259,0,0,0,0,1
Q8N5I9,18.82638085,5.835049568,7,1.94E-05,404.7402638,0.00586727,0,1,0,0,0
O75192,18.94874519,4.056102954,4,1.69E-05,926.53173,0.00021272,0,0,0,0,0
Q96HA9,19.08383076,4.056119429,3,1.57E-05,10.59084842,5.84E-05,0,0,0,0,0
P58499,18.78605204,2.633462434,8,1.73E-05,877.282963,0.000337,0,0,0,1,0
Q14696,18.34715843,2.60533577,17,2.01E-05,3762.751512,0.00752193,0,0,0,0,1
Q6IMN6,18.94883645,1.334436155,4,1.95E-05,473.1732153,0.00679275,0,0,0,0,1
Q7L1S5,19.08375085,3.147103192,3,1.82E-05,162.3979361,0.00111734,0,0,0,0,0
Q7Z5L7,18.87620816,1.334596393,6,1.96E-05,2417.999552,0.00360918,0,0,0,0,0
Q8WWY8,17.83020317,1.404313056,30,2.01E-05,11908.15968,0.00469321,0,0,0,0,0
Q96D21,18.9397608,4.36210465,5,1.88E-05,176.3971668,0.00225127,0,0,0,0,1
Q9BZ11,17.56666881,2.658746684,37,1.98E-05,18402.82184,0.00224279,0,0,0,0,1
Q9UBT3,18.95184373,1.333656454,4,1.92E-05,695.0368561,0.00557947,1,0,0,0,0
O76031,17.51104599,2.374425641,38,2.18E-05,18499.73092,0.02462564,0,0,0,0,1
P21397,18.950569,3.291905149,4,1.79E-05,1375.235058,0.00126322,1,0,1,0,0
P21964,18.34732349,2.345719517,17,2.12E-05,4962.212078,0.01171384,0,0,0,1,0
P56385,17.86715407,2.360125777,29,2.10E-05,5021.983541,0.0147934,0,0,1,0,0
Q13505,17.83486208,3.283336875,30,1.97E-05,13330.04069,0.00327743,0,0,1,0,0
Q5HYK3,18.38443357,2.366970405,16,1.88E-05,2708.43203,0.00197566,0,0,0,0,1
Q6PI78,19.07814184,2.402287447,3,1.72E-05,360.192809,0.00042217,0,0,0,0,0
Q6PIU2,17.56381604,2.165454585,37,1.98E-05,20772.07862,0.00259047,0,0,0,1,0
Q6YN16,18.34765354,2.339853057,17,2.12E-05,5327.731797,0.01093105,0,0,1,0,0
Q8TC12,18.57429421,2.426052487,12,2.00E-05,8717.962176,0.00454384,0,0,0,0,0
Q8WWV3,18.25819151,2.356942714,19,1.99E-05,3383.558921,0.00586092,0,0,0,0,0
Q969Q5,18.9520257,2.182754651,4,1.81E-05,99.36913595,0.00105641,0,0,1,0,0
Q96CM8,18.52798297,2.387302004,13,2.00E-05,3438.06273,0.00481182,0,0,0,0,1
Q9BWH2,18.4406131,2.391910425,15,2.00E-05,4244.794574,0.00418771,0,0,0,0,0
Q9NZJ6,18.65433679,2.366975916,10,1.89E-05,762.3463397,0.00265889,0,0,0,0,1
Q9Y3A0,18.86744552,2.366909933,6,1.76E-05,66.92788893,0.00117392,0,0,1,0,0
O15091,18.31717095,2.737496647,18,2.01E-05,3869.262017,0.00662052,0,0,0,0,1
Q9ULC5,18.65470266,2.391390465,10,1.99E-05,730.0850812,0.00521601,0,0,0,0,1
Q9H857,18.34781853,2.373967813,17,2.16E-05,8204.56176,0.0150433,0,0,0,0,0
Q6IAN0,18.82596891,2.363010997,7,1.95E-05,589.4157065,0.00284977,0,0,0,0,1
Q9NQE9,18.94380445,2.363761613,5,1.75E-05,396.9859277,0.00084982,0,0,0,0,1
Q02338,18.34798348,3.285101331,17,2.17E-05,4458.700554,0.01391204,0,0,1,0,0
Q9BW92,18.48148446,4.614640694,14,2.11E-05,1887.887089,0.01349366,0,0,0,0,1
Q8N2F6,19.14942201,4.788257594,2,1.73E-05,35.68671274,0.00074577,0,0,1,0,0
Q9NRG7,18.94810607,2.7689021,4,1.91E-05,116.4768239,0.00286282,0,0,0,0,1
P10620,18.70987558,4.425300947,9,1.97E-05,15559.56346,0.00526325,0,0,0,0,1
O95571,18.91628627,5.217959744,5,2.03E-05,424.9586794,0.0106871,0,0,1,0,0
Q5TC12,18.52216423,2.736948564,13,1.94E-05,811.8423346,0.00568246,0,0,1,0,0
Q969S9,18.70964458,2.756284347,9,1.90E-05,857.8122114,0.00292035,0,0,0,0,1
Q96RP9,18.07287723,2.731659613,24,2.07E-05,2413.102802,0.01279776,0,0,0,0,1
Q96RQ3,18.14950318,2.378677952,22,1.99E-05,3534.519364,0.00746447,0,0,1,0,0
Q9P2J9,18.6243803,2.347472914,11,1.87E-05,1534.796365,0.00174592,0,0,1,0,0
Q02252,18.8883889,2.532494466,6,1.80E-05,3252.558906,0.0010047,0,0,1,0,0
Q9Y5R4,18.91788706,5.157034132,5,1.77E-05,205.7166745,0.0006305,0,0,0,0,0
Q4G176,18.57059189,2.290810238,12,2.00E-05,7273.171705,0.00449433,0,0,0,0,1
Q96GJ1,18.8258659,2.732117088,7,1.92E-05,932.2038354,0.0030383,0,1,0,0,0
Q96I59,18.14990422,2.769653093,22,2.06E-05,8112.370972,0.00569651,0,0,0,0,1
Q96GW9,18.655434,2.729593064,10,2.00E-05,1689.28048,0.00452468,0,0,0,0,0
Q7L592,17.96864812,2.734080467,26,2.00E-05,17508.40905,0.00627709,0,0,0,0,0
Q9NUB1,18.7853018,2.346091975,8,1.92E-05,520.8802138,0.0027493,0,0,0,0,0
P24522,18.25548496,4.849889722,19,2.17E-05,2180.188994,0.02282182,1,1,0,0,0
Q8IY67,18.35472375,5.697975243,17,2.04E-05,2095.492675,0.01011459,0,1,0,0,0
Q9Y6R4,18.24513373,4.348685309,20,2.06E-05,1883.83848,0.01235508,0,0,1,0,0
O75298,18.3863413,2.153713005,16,1.93E-05,2859.018238,0.00162227,0,0,0,1,0
O75311,19.15017076,1.601272112,2,1.81E-05,26.7976243,0.00139724,0,0,0,1,0
Q14681,18.35488759,1.601249836,17,2.08E-05,6731.127272,0.0111992,0,0,0,0,0
Q7Z422,18.65201655,0.291541374,10,1.86E-05,576.5429002,0.00247621,0,0,0,0,1
P08253,17.69117926,1.002837809,33,2.15E-05,49808.85516,0.01636579,1,0,0,1,0
P58304,18.57112162,3.359555241,12,1.95E-05,829.8732145,0.00504989,0,0,0,0,0
Q8N6U8,18.3139353,3.505686646,18,2.04E-05,6407.284419,0.00575644,0,1,0,0,0
Q96B01,18.65238325,3.305021696,10,1.95E-05,601.8065601,0.00348137,0,1,0,0,0
Q9BQS6,18.62412901,3.306151552,11,1.87E-05,1521.075546,0.00158229,0,0,0,0,1
Q9NZR4,18.77517314,4.892036247,8,2.03E-05,256.9382665,0.00983457,0,1,0,0,0
Q8IU60,17.9407054,5.880159589,27,2.06E-05,9711.992995,0.00941256,0,0,0,0,1
Q9BWJ5,18.24531625,6.249261929,20,2.18E-05,2170.252475,0.02807849,0,1,0,0,0
Q8WU10,19.15076936,4.765444163,2,1.66E-05,66.59874891,0.00030738,0,1,0,0,0
O75324,18.94828872,2.940669611,4,1.80E-05,100.6831782,0.00083782,1,0,1,0,0
Q86UE4,17.71791371,6.096346042,32,2.29E-05,18281.15179,0.0425058,0,0,0,1,0
Q8NDD1,18.8847986,2.940753597,6,1.91E-05,1012.392978,0.0018534,0,0,0,0,0
Q9HBU6,18.77549796,2.458261226,8,1.77E-05,1172.914604,0.00067019,0,0,0,0,1
Q6UXM1,18.77560621,2.624590773,8,2.00E-05,1356.725845,0.00801357,0,0,1,0,0
O75326,18.44661772,2.214860054,15,1.90E-05,17115.4168,0.00198055,0,0,0,1,0
Q6NXT6,18.82545375,2.214855532,7,1.84E-05,495.9061997,0.00149241,0,0,0,0,1
P08183,18.94865391,1.804590001,4,1.90E-05,92.11312491,0.00227193,0,0,0,1,0
Q0VF96,18.62588676,1.827903706,11,2.06E-05,1667.845449,0.0113517,0,0,0,0,1
Q8NFR9,18.72078779,3.782773363,9,1.88E-05,761.4680051,0.00287131,0,0,0,0,0
Q86W92,17.99956878,3.475229628,26,2.25E-05,5195.22796,0.03185791,0,0,0,1,0
O94979,18.26178907,0.200266526,19,2.14E-05,3211.068415,0.02345066,0,0,0,0,1
P12883,17.7172999,0.733654965,32,2.05E-05,10898.14948,0.00712808,0,0,1,0,0
Q9UBV8,18.35521519,4.559977936,17,2.11E-05,2400.283817,0.01640795,0,0,0,0,1
Q9Y6Y8,18.26107057,1.057513404,19,2.02E-05,4231.390845,0.00515772,0,0,0,1,0
P27815,18.88615859,1.769792851,6,1.91E-05,220.5121766,0.00333015,0,0,0,1,0
P27918,18.65360465,1.631372726,10,1.74E-05,1683.180598,0.00067118,0,0,0,1,0
Q13356,18.38713513,3.356694466,16,2.05E-05,2292.359366,0.00812754,0,1,0,0,0
Q7Z6J8,18.48032684,0.746533946,14,1.98E-05,2674.335457,0.00424217,0,0,1,0,0
Q96P47,18.52480065,3.134772164,13,2.21E-05,2673.064645,0.01810875,0,0,0,0,0
O75347,19.012508,4.455721759,4,1.98E-05,137.500267,0.00512505,0,0,0,0,1
O75348,18.31461735,2.264067402,18,1.97E-05,6745.504643,0.00448513,0,1,0,0,0
O94889,18.26071114,5.807235773,19,2.13E-05,9782.781457,0.03075793,0,1,0,0,0
P38606,17.67370502,2.2364074,34,2.21E-05,14094.48498,0.0275554,0,0,0,0,1
Q96A05,18.92762553,2.263991331,5,1.64E-05,44.58953971,0.00018175,0,0,0,0,0
Q9C040,18.62199049,3.92502581,11,1.92E-05,2043.69433,0.00335626,0,0,1,0,0
Q96Q07,18.07027852,0.039619444,24,2.14E-05,7859.16709,0.0260578,0,1,0,0,0
Q7LBR1,18.57877181,2.23057431,12,1.95E-05,279.3924586,0.00483676,0,0,0,0,1
Q96K21,18.64416174,3.408025193,10,2.03E-05,587.9064987,0.00755392,0,0,0,0,0
Q9HD42,17.92731431,2.230462713,27,2.07E-05,6888.490732,0.00896032,0,0,0,0,1
O75352,18.82514453,1.921992042,7,1.99E-05,815.3075411,0.0057977,0,0,0,0,1
O75356,18.884993,1.672876605,6,1.96E-05,848.8079873,0.00369473,0,0,0,0,0
P22304,17.54543874,1.410706238,37,2.08E-05,25326.23628,0.01073282,0,0,0,0,0
O75360,19.13971331,1.447223545,2,1.91E-05,29.90338248,0.00246847,0,0,0,0,0
Q9P0Z9,18.82504143,4.431800863,7,1.82E-05,821.6581517,0.00146007,0,0,0,0,0
O75363,19.13978893,1.773998922,2,1.88E-05,8.95010277,0.00266542,0,0,0,1,0
P49354,18.10124277,3.500109555,23,2.03E-05,4786.416529,0.00817095,1,0,1,0,0
Q6P3X3,18.57850897,6.279316764,12,2.06E-05,461.5098624,0.01495773,0,0,0,0,1
Q8IYB5,18.88751675,2.755261429,6,1.76E-05,87.56656271,0.00100925,0,0,0,0,1
Q8NE01,17.99139929,1.95233324,26,2.16E-05,27997.84144,0.01149087,0,0,1,0,0
Q9Y5M8,16.53895037,2.473298833,71,2.25E-05,62581.06491,0.02601499,0,0,0,1,0
Q9H2M9,18.57837752,3.899112499,12,1.92E-05,845.410629,0.0027258,0,0,0,0,1
P57088,18.00790365,4.646141367,25,2.18E-05,4346.135088,0.02487132,0,0,0,0,0
Q5SRE5,18.25945211,5.83729435,19,2.09E-05,1667.762513,0.01607237,0,0,0,0,1
P09327,19.01104977,0.221956049,4,1.79E-05,216.7447366,0.0009926,1,0,0,1,0
Q8TCU4,17.85489657,0.848723683,29,2.06E-05,7711.570157,0.00829342,0,0,0,0,1
Q9BV44,17.98387207,2.821352275,26,1.99E-05,18307.90376,0.00524929,0,0,0,0,1
Q96FC9,18.10082204,3.660672904,23,2.00E-05,6685.226066,0.00449846,0,1,0,0,0
Q86UY6,18.31376471,5.319641781,18,2.02E-05,1244.878006,0.01169057,0,0,0,0,1
Q8IW19,17.89845051,5.313298201,28,2.02E-05,3665.434301,0.01682193,1,1,0,0,0
Q96B54,18.38776975,1.032606417,16,2.00E-05,955.2463854,0.00977506,0,0,0,0,1
Q01546,18.64280555,5.55728714,10,2.10E-05,427.9047874,0.03558014,0,0,0,0,0
P13797,18.14508127,3.543807119,22,2.19E-05,4955.956295,0.02390152,1,0,0,0,1
P30837,17.95877392,3.657543438,27,2.19E-05,16663.76933,0.02525169,0,0,1,0,0
P14550,18.88168321,0.438341998,6,1.94E-05,409.5160964,0.00358432,0,0,0,0,1
Q9P0S9,19.04788539,6.147863284,3,1.87E-05,9.78738736,0.00195804,0,0,0,0,0
P07359,18.57785157,3.529702453,12,2.02E-05,21422.69327,0.00646192,0,0,0,0,0
P20290,17.50083881,0.862757089,38,2.30E-05,18988.82388,0.04397479,0,0,1,0,0
P49810,17.90152774,0.792436977,28,2.10E-05,21881.78251,0.00989275,0,0,0,0,0
Q5VV17,18.88314474,3.787808332,6,1.91E-05,95.96456384,0.00355593,0,0,1,0,0
Q9UBY9,18.73327818,0.165638171,9,1.94E-05,984.2540402,0.00375706,0,1,0,0,0
O95365,18.07006166,5.25557811,24,2.25E-05,1561.027756,0.04494796,0,1,0,0,0
P13631,18.48090581,4.846451252,14,1.89E-05,3365.575088,0.0044347,0,1,0,0,0
P18615,18.53335638,5.05355111,13,1.94E-05,285.688548,0.00656173,1,1,0,0,0
Q13887,18.10019061,4.977217363,23,2.09E-05,1577.786191,0.01892087,0,0,0,0,1
Q15406,19.14031811,5.280525437,2,1.78E-05,2.54096387,0.00116089,0,1,0,0,0
Q86Y13,18.25041333,3.856489538,19,2.09E-05,2002.420929,0.01547049,0,0,0,1,0
Q8NI77,18.06636794,5.992087703,24,2.07E-05,4338.295751,0.01243278,0,0,1,0,0
Q9NNW7,18.62324899,2.878862573,11,2.00E-05,1870.103083,0.00465087,0,0,1,0,0
Q68D91,17.67850063,2.074303153,33,2.01E-05,16373.45642,0.00279934,0,0,0,0,1
Q6VY07,18.48437273,2.951243011,14,2.03E-05,2173.97881,0.0079327,0,0,0,1,0
Q96C23,19.14069592,3.017671534,2,1.60E-05,178.1126831,0.00010043,0,1,0,0,0
O75600,18.6445313,2.686264895,10,2.10E-05,1966.386408,0.01180634,0,0,0,0,1
O95167,18.48422851,2.352539534,14,1.86E-05,3159.85919,0.00235527,0,0,0,0,0
P03891,18.73214902,2.285748586,9,2.01E-05,1339.278515,0.00437146,0,0,0,0,0
