UniprotKB,r,theta,DC,CC,BC,EC,idr,nucleus,cytoplasm,endomembrane,multi
Q16822,17.83622828,6.134027273,30,2.11E-05,16398.62837,0.00972263,0,0,1,0,0
Q53S33,18.38060733,2.376011362,16,1.88E-05,1558.986116,0.00277791,0,0,0,0,1
Q86YB7,18.77267939,2.753446915,8,1.74E-05,420.3202498,0.00064932,0,0,1,0,0
Q96IZ6,18.53253155,2.276437448,13,1.90E-05,2557.666078,0.00255875,0,0,0,0,0
Q9HC36,17.25917704,2.721833691,46,2.24E-05,15976.38664,0.04714237,0,0,1,0,0
O15239,18.92239335,2.277847667,5,1.77E-05,65.8581444,0.0012151,0,0,1,0,0
P13236,18.8245258,5.141602992,7,1.67E-05,538.0129299,0.00023356,0,0,0,0,0
P56589,18.77387282,2.865104102,8,1.98E-05,1028.772835,0.0036499,0,0,0,0,1
Q5TZA2,18.2060602,3.123684485,21,2.20E-05,6735.988464,0.02064135,0,0,0,0,1
Q8N344,18.07977477,1.36933885,24,2.05E-05,2305.200551,0.01313107,0,0,0,0,1
Q8NHW4,18.8255568,5.141599303,7,1.67E-05,538.0129299,0.00023356,0,0,0,0,0
Q9NST1,19.0484647,2.336601382,3,1.80E-05,81.9799808,0.00104037,0,0,0,0,1
Q9Y3R4,18.24877777,3.211033369,20,2.00E-05,6178.547199,0.00414238,0,0,0,0,0
Q6ZNE5,18.26017174,3.914653796,19,2.01E-05,2376.108956,0.00578729,0,0,0,0,0
Q96F24,18.35619735,3.914649791,17,1.94E-05,1499.240932,0.00451415,0,0,0,0,1
Q9Y4P1,18.31615028,3.621395469,18,1.98E-05,2238.416656,0.00518539,1,0,0,0,1
O95453,18.48379573,6.105264346,14,2.15E-05,2060.180181,0.02012495,0,1,0,0,0
P11274,17.04889467,4.430456956,53,2.34E-05,45750.41468,0.04999992,1,0,0,0,1
P13805,18.27037153,0.081397968,19,2.03E-05,6514.814371,0.00638033,0,0,0,0,1
P21817,18.44796388,3.976789736,15,2.00E-05,2405.543284,0.00831627,0,0,0,0,1
P50607,19.14084701,3.099179837,2,1.79E-05,39.57079816,0.00081715,0,0,0,0,1
Q05BQ5,17.7861352,1.232401791,31,2.14E-05,2046.116887,0.02540634,0,0,0,0,1
Q13118,18.9201427,4.834301795,5,1.89E-05,94.19427244,0.00335581,0,0,0,0,0
Q3MJ62,18.82843805,0.581037842,7,1.79E-05,543.563803,0.000731,0,0,0,0,0
Q5PSV4,18.09829397,5.189334722,23,2.05E-05,1922.723759,0.01593033,0,1,0,0,0
Q5QJE6,17.91677551,0.524360185,28,2.23E-05,18629.08104,0.04779836,0,0,0,0,1
Q7L311,19.00017592,3.098344484,4,1.95E-05,208.1706724,0.00420344,0,0,0,0,1
Q8IUG5,19.00026268,0.72055007,4,1.89E-05,301.6767815,0.00236747,0,0,0,0,1
Q96B36,18.57548138,3.428469166,12,2.07E-05,1191.645383,0.0156416,0,0,1,0,0
Q96FT9,18.38124604,4.031424471,16,1.97E-05,4086.951358,0.00441945,0,0,1,0,0
Q9HCG1,19.13729051,0.666763991,2,1.72E-05,30.05279181,0.00047423,0,0,0,0,1
Q9NRR4,18.18458931,5.395332166,21,2.25E-05,5452.100774,0.03520978,1,0,0,0,1
Q9NXF7,18.14669147,1.044409409,22,2.07E-05,15298.89765,0.0169317,0,0,0,0,1
Q9P270,17.39480216,3.41981263,41,2.27E-05,25612.63782,0.02914313,0,0,1,0,0
Q9P2K6,17.77575504,3.232242087,31,2.16E-05,32364.09339,0.0292382,0,0,0,0,0
Q6NXT1,18.86774213,4.376294647,6,1.87E-05,185.3312102,0.00219774,0,0,0,0,1
Q96S90,19.13736631,3.098515713,2,1.77E-05,78.84217205,0.00159772,0,1,0,0,0
Q7Z4L5,18.57600857,4.031354114,12,2.00E-05,3364.581812,0.0060892,0,0,1,0,0
P02511,16.90584735,3.028724724,57,2.22E-05,83662.07503,0.02345007,1,0,0,0,1
P22033,18.82823252,2.757331826,7,1.91E-05,3263.336638,0.00287189,1,0,1,0,0
P30405,18.48307402,1.984201726,14,2.12E-05,2119.013296,0.01335894,0,0,1,0,0
P31040,16.90857463,2.339038991,57,2.31E-05,85969.05364,0.07402967,0,0,0,0,1
P49753,18.62876791,2.684596926,11,1.93E-05,3790.807079,0.00532637,0,0,1,0,0
P82933,16.34281714,5.924682943,79,2.26E-05,49961.54333,0.08521788,0,0,1,0,0
Q16740,16.63606826,2.704187088,67,2.11E-05,27929.56755,0.01726758,1,0,1,0,0
Q5T1C6,18.31700091,1.986793713,18,1.96E-05,7207.121453,0.00458308,1,0,0,0,0
Q5T440,18.4823518,1.983255833,14,2.03E-05,5101.548503,0.00594967,0,0,1,0,0
Q6L8Q7,18.00628833,3.795796076,25,2.17E-05,6409.016636,0.02483495,0,0,0,0,0
Q8TCS8,18.12041038,2.731675848,23,2.05E-05,8505.357078,0.00850056,0,0,1,0,0
Q96I99,18.3188698,1.606481622,18,2.17E-05,36531.28731,0.02061464,0,0,0,0,1
Q9BQP7,18.48854619,2.381058699,14,1.93E-05,1899.805804,0.00376973,0,0,1,0,0
Q9BSH4,18.7799268,0.050366127,8,1.99E-05,864.1160044,0.0056931,0,0,1,0,0
Q9HA77,18.64428494,2.733225343,10,1.88E-05,1805.679951,0.00308941,0,0,0,0,1
Q9NQ50,17.74126726,2.712505275,32,2.00E-05,4497.058805,0.01879581,0,0,0,0,1
Q9NYY8,17.77951569,2.72458068,31,2.16E-05,8648.508295,0.02216386,0,0,1,0,0
Q9UGC7,18.72784672,2.742431443,9,1.89E-05,1041.072076,0.00263263,0,0,0,0,0
Q9UMS0,18.94545403,0.921219945,5,1.95E-05,679.9598047,0.00286508,0,0,0,0,1
Q9ULK2,19.00147655,0.605823524,4,1.87E-05,198.6168757,0.00299417,0,0,0,0,1
P82909,18.86655519,1.690801818,6,1.99E-05,715.6305332,0.00464684,0,0,1,0,0
Q96EY8,18.3568516,2.732683637,17,1.99E-05,4830.296405,0.00512409,0,0,1,0,0
Q8N442,18.62951817,3.009261228,11,2.17E-05,1978.072177,0.01346246,0,0,0,0,1
Q9UIJ7,18.94636931,0.00648824,5,1.90E-05,430.5885588,0.00256243,0,0,1,0,0
Q9NUJ1,18.53046654,1.981772808,13,2.11E-05,1698.349772,0.01029787,0,0,1,0,0
Q5VWZ2,19.13751789,1.983507103,2,1.79E-05,29.78376421,0.00102232,0,0,1,0,0
Q86TX2,18.78003458,2.684567883,8,2.02E-05,595.3889833,0.00696882,0,0,1,0,0
Q6PML9,18.66766655,2.356380469,10,1.87E-05,1795.981238,0.00185235,0,0,0,0,0
Q8NBQ5,18.52894952,2.157570494,13,2.04E-05,2231.592504,0.00608814,0,0,0,1,0
Q8TEB9,18.49669953,2.395321204,14,1.98E-05,3577.015872,0.00358058,0,0,0,1,0
Q9BXR6,19.00657625,1.63038314,4,1.73E-05,2676.34272,0.000335,0,0,0,0,0
Q9BRY0,18.82802695,2.394060586,7,1.86E-05,579.6723459,0.00094363,0,0,0,1,0
P56378,19.13759368,2.186214249,2,1.82E-05,13.94819303,0.00153171,0,0,0,0,1
P50219,19.04953967,6.110514214,3,1.97E-05,109.3115598,0.00654886,0,0,0,0,1
O75398,18.82782133,4.563597256,7,1.93E-05,179.9463513,0.00536527,0,1,0,0,0
Q5W0U4,18.07590067,1.755206939,24,2.07E-05,7594.825865,0.00819227,0,0,0,0,1
P16284,18.37708723,4.453554399,16,2.07E-05,901.8923477,0.01398668,0,0,0,0,1
P18583,18.24786799,1.138749148,20,2.20E-05,1596.518177,0.03337777,0,1,0,0,0
P40123,18.45555858,0.224853257,15,2.02E-05,522.5510219,0.01120857,0,0,0,0,1
P56730,19.05341664,1.395234009,3,1.76E-05,157.3298672,0.00095121,0,0,0,0,0
Q13129,18.63014297,1.074443777,11,2.05E-05,2990.047349,0.0113614,0,1,0,0,0
Q15238,19.13766945,4.43855207,2,1.72E-05,141.9785442,0.00082533,0,0,0,0,0
Q15366,17.25337572,5.678665389,46,2.31E-05,5361.236008,0.09413841,0,0,0,0,1
Q15911,18.8736561,5.861613162,6,2.11E-05,148.0984126,0.01306423,0,1,0,0,0
Q68DA7,19.00743808,2.18040095,4,1.80E-05,118.3194454,0.00124948,0,0,0,0,1
Q6NZY4,17.59925703,6.1010808,35,2.27E-05,5306.985563,0.04551545,0,1,0,0,0
Q7L014,18.12102936,6.251970361,23,2.24E-05,5413.449944,0.03971721,0,1,0,0,0
Q8IVF7,19.00761036,1.125757198,4,1.92E-05,82.07264132,0.00734054,0,0,0,0,1
Q8N3X1,18.7808964,1.128420187,8,2.06E-05,248.7769607,0.01426284,0,1,0,0,0
Q8N8D1,18.41066589,6.255241312,16,2.15E-05,4023.567963,0.01993018,0,0,0,0,1
Q8TAP8,18.94086521,5.880210573,5,1.81E-05,56.22507881,0.00175662,0,1,0,0,0
Q8TAT5,18.49470301,4.930205738,14,1.94E-05,883.6218656,0.00494353,0,1,0,0,0
Q96PY5,18.82751283,3.2189237,7,1.98E-05,1217.618909,0.00436568,1,0,0,0,1
Q9BYD6,16.74570139,2.714984839,63,2.18E-05,10337.35089,0.04608648,0,0,1,0,0
Q9H190,18.12123561,1.137102006,23,1.93E-05,28033.3408,0.00783908,0,0,0,0,1
Q9NPH3,18.45199168,3.875737785,15,2.00E-05,8139.981692,0.0046642,0,0,0,0,1
Q9NS15,19.05407508,1.003750976,3,1.80E-05,51.72121898,0.00145944,0,0,0,0,0
Q9UK58,18.69510201,4.889114356,9,2.13E-05,170.7199655,0.01849992,0,1,0,0,0
Q9Y6D5,17.7964103,2.805600703,31,2.10E-05,15859.15682,0.00972034,0,0,0,0,1
Q9NYV4,18.18749135,5.84626919,21,2.22E-05,2548.768376,0.03659093,0,1,0,0,0
Q8TBK6,18.27552183,4.870148051,19,2.09E-05,2311.472909,0.01368309,0,1,0,0,0
O75409,18.87522735,3.96479871,6,1.89E-05,741.130463,0.00204974,0,0,0,0,0
Q9C0F1,17.31725945,1.734297063,44,2.12E-05,26059.27331,0.00899506,0,0,0,0,0
O95359,18.87552169,1.217112542,6,1.88E-05,52.14206799,0.00272688,0,0,0,0,1
Q8NHU6,18.82720423,4.307917655,7,1.93E-05,545.4100738,0.00381093,0,0,0,0,1
Q8TC44,17.93055427,0.99241891,27,2.06E-05,8107.234073,0.0135749,0,0,0,0,0
Q9Y316,18.49513117,0.746515376,14,2.05E-05,3190.117392,0.00846108,0,0,0,1,0
Q96H96,18.57772003,2.373326484,12,1.95E-05,863.5394531,0.00633234,0,0,1,0,0
Q9UK39,17.91121122,3.008652895,28,2.01E-05,11826.9993,0.00471871,0,0,0,0,1
O75417,19.1383512,5.389167981,2,1.72E-05,5.16321481,0.00065807,0,0,0,0,1
O75419,18.27410367,5.333665096,19,2.11E-05,2212.455238,0.01667158,0,0,0,0,1
Q9BRT9,17.87874176,5.335470191,29,2.07E-05,13974.72064,0.01555852,1,0,0,0,1
Q9Y248,17.99630887,3.118946009,26,2.01E-05,2950.19066,0.00883878,0,1,0,0,0
O75426,19.05432188,4.610335885,3,1.94E-05,2.90736178,0.00646841,0,0,0,0,0
O75427,18.77733665,1.976670345,8,2.12E-05,2313.950198,0.01121343,0,0,0,0,1
Q5XKP0,18.35701509,2.242633676,17,2.07E-05,6304.481409,0.00731003,0,0,0,0,1
Q6UXV4,17.87690708,2.364248799,29,2.00E-05,6124.100814,0.00577152,0,0,1,0,0
Q8N960,18.57218025,1.746941486,12,1.90E-05,775.8755659,0.00235683,0,0,0,0,0
Q9BRQ6,18.41407166,2.242717247,16,1.96E-05,1527.130159,0.00403294,0,0,1,0,0
Q5HYI7,18.15010468,1.828965458,22,2.01E-05,7615.021735,0.00342773,0,0,1,0,0
P62495,17.78928586,0.294099358,31,2.10E-05,11790.46688,0.01393903,1,0,0,0,0
Q17R89,18.45065085,4.41722891,15,1.96E-05,3615.339582,0.00397518,0,0,0,0,0
Q92609,18.62701514,3.590087076,11,2.01E-05,974.116381,0.00577755,0,0,0,1,0
Q96NW4,18.51253187,3.593390018,13,1.97E-05,1507.331511,0.00389855,0,0,0,0,1
Q9BVS4,17.90816325,5.6458998,28,2.07E-05,1741.355863,0.03588706,0,0,0,0,1
Q9UJW2,18.15550218,1.598104725,22,2.09E-05,11097.69716,0.01113861,0,0,0,0,0
Q9Y4E1,18.66585913,3.59184171,10,1.90E-05,243.9406368,0.00320203,0,0,0,0,1
Q5T8I3,19.00398638,6.163645955,4,1.77E-05,48.07616625,0.00116816,0,0,0,0,0
Q8N8R5,18.87296791,0.29376544,6,1.95E-05,350.0922636,0.00438646,0,0,0,0,0
Q3MIX3,18.89215957,2.374894935,5,1.89E-05,32.69408177,0.00299195,0,0,0,0,1
Q6W5P4,18.49598694,2.986806202,14,1.99E-05,9727.193255,0.00523726,0,0,0,0,0
Q8WW59,18.5123916,2.370978112,13,1.91E-05,1310.688877,0.00284104,0,1,0,0,0
Q96MF6,19.05448638,2.371531997,3,1.71E-05,3.58440109,0.00050643,0,0,0,0,1
Q9H6Y5,18.04057527,4.216920274,24,2.03E-05,4567.872295,0.00867234,0,0,0,0,1
Q9P0J1,18.15590086,2.33801812,22,2.03E-05,3609.704602,0.00839278,0,0,0,0,1
Q16595,19.05456862,2.371721176,3,1.63E-05,210.0725644,0.00016953,1,0,1,0,0
P48436,18.57072435,4.911207156,12,2.03E-05,1689.279553,0.01251137,0,1,0,0,0
Q9Y6N9,18.26483699,3.301905773,19,1.99E-05,22052.0104,0.00614638,0,0,1,0,0
P09455,19.00597254,5.185228068,4,1.84E-05,125.078182,0.00229245,0,0,0,0,1
Q05195,18.35734201,5.189235064,17,2.07E-05,1545.943857,0.01670665,0,0,0,0,1
Q15125,17.76585314,2.166875977,31,2.13E-05,22740.84893,0.00749109,0,0,0,0,1
Q6ZNC4,18.3249622,5.189001279,18,2.02E-05,2497.731071,0.01143018,0,1,0,0,0
Q9BW11,18.00536414,5.188552567,25,2.00E-05,4901.636548,0.00792349,0,1,0,0,0
Q9HD15,18.6277667,5.245021378,11,2.13E-05,2180.262725,0.01267238,0,0,0,0,1
Q9P281,18.66694397,5.187579803,10,1.96E-05,724.8832397,0.00656152,0,1,0,0,0
Q96DG6,18.66706443,3.640629547,10,2.03E-05,447.9071495,0.0107494,0,0,0,0,0
P08240,17.74545625,1.882660684,32,2.28E-05,25819.75436,0.02766582,1,0,0,0,0
Q9BVA0,18.57455815,1.009963204,12,1.93E-05,2899.627367,0.00390289,0,0,0,0,1
Q9GZZ8,17.61091462,1.010526571,35,2.08E-05,35974.07234,0.00781804,0,0,0,0,0
Q9UHY7,18.51295258,1.988355082,13,2.02E-05,1530.243974,0.00580576,0,1,0,0,0
Q9HCH0,18.40335142,1.748634373,16,2.03E-05,2503.306674,0.0053764,0,0,0,0,0
O75460,18.45169387,2.564206912,15,2.15E-05,5015.615367,0.0162229,0,0,0,0,0
Q9H2K8,18.77798481,2.564261095,8,2.00E-05,747.7174881,0.00414076,0,0,1,0,0
Q9UBV2,17.49588739,2.563776449,39,2.25E-05,24132.16495,0.02139809,0,0,0,0,0
O75461,16.91536094,0.55422524,57,2.16E-05,26289.15692,0.0317413,0,1,0,0,0
P05089,18.04302833,1.376359689,24,2.20E-05,17955.5635,0.02493174,0,0,0,0,0
P09228,18.40491211,1.908853501,16,1.91E-05,6594.887826,0.00223819,0,0,0,0,0
P31949,18.62789191,4.502195795,11,2.10E-05,982.622368,0.0158041,0,0,0,0,1
Q08188,18.44945752,2.817425423,15,1.93E-05,1612.625125,0.00292764,1,0,0,0,0
Q8IY57,16.93213087,0.554240582,56,2.21E-05,12621.50969,0.0440416,0,1,0,0,0
Q8WVV4,17.79185642,2.817137257,31,2.09E-05,22163.95321,0.01000844,0,0,0,0,1
Q9H2F5,17.74485888,1.232283288,32,2.11E-05,3717.85635,0.02038052,0,1,0,0,0
Q9Y242,18.69063946,5.203065225,9,1.92E-05,301.6924227,0.00452313,0,1,0,0,0
P22528,18.8266897,1.384779907,7,1.90E-05,183.274037,0.0045664,0,0,0,0,0
O75462,18.91165806,2.026463241,5,1.77E-05,436.0778752,0.00072164,0,0,0,0,0
Q9UBD9,19.0055411,2.026478694,4,1.75E-05,78.05299561,0.00064848,0,0,0,0,1
Q99590,17.84519943,2.09721128,29,2.22E-05,6643.247696,0.0324122,0,1,0,0,0
P25100,18.51309277,1.677038987,13,1.94E-05,1678.688217,0.00292115,0,0,0,0,0
P51452,18.6285177,2.108034829,11,2.04E-05,1612.516448,0.00587388,0,0,0,0,1
Q96GF1,17.74396216,2.555458977,32,2.04E-05,10505.85222,0.00625139,0,0,0,0,0
Q9UBZ4,18.49883431,2.03591001,14,2.02E-05,2654.836566,0.0062127,0,0,0,0,1
Q7Z4R8,18.62073044,2.14150524,11,1.89E-05,2036.721217,0.00186644,0,0,0,0,0
Q9H159,18.26358307,0.682063398,19,1.97E-05,1823.694867,0.00460928,0,0,0,0,0
Q9H8E8,17.90127166,0.682301975,28,2.09E-05,4224.582455,0.01543801,0,0,0,0,0
Q9NS73,16.92879897,3.679054283,56,2.21E-05,35168.37568,0.02717498,0,0,0,0,1
Q9NX04,17.88916246,1.736410495,28,2.05E-05,8679.168483,0.00640985,0,0,0,0,0
Q9ULM3,17.74336392,0.682366372,32,2.14E-05,9348.92577,0.02226528,0,1,0,0,0
Q86TJ2,18.00026597,4.988467325,26,2.18E-05,2811.674525,0.02378757,0,1,0,0,0
Q96BN2,18.15510335,4.988459228,22,2.07E-05,1124.040214,0.01819984,0,0,0,0,1
O94864,18.00467044,4.988793085,25,2.20E-05,3427.862592,0.02968503,0,1,0,0,0
Q15005,18.04079852,2.061464611,24,2.11E-05,17633.7484,0.00643679,0,0,0,1,0
Q9Y625,18.86784098,2.624023658,6,1.79E-05,301.454932,0.00119957,0,0,0,1,0
P49914,19.00485041,5.991512635,4,1.86E-05,164.1680027,0.00229479,0,0,1,0,0
Q8IUX1,18.58466784,2.350028866,12,1.89E-05,501.4006276,0.00263244,0,0,1,0,0
Q9BYD1,16.85904146,2.715086918,59,2.12E-05,8524.007798,0.04538238,0,0,0,0,0
Q9UDW1,18.45970419,2.270626045,15,2.01E-05,7143.396462,0.00919592,0,0,0,0,0
O75493,18.77863255,4.591717282,8,2.02E-05,1058.702692,0.00935075,0,0,0,0,1
Q08AG7,17.75968865,2.0973106,31,2.04E-05,3618.309399,0.01018225,0,0,0,0,0
Q13247,17.28252761,5.430178391,45,2.31E-05,3849.630275,0.08887319,0,1,0,0,0
Q8N7E2,18.86467302,6.155129837,6,1.85E-05,96.10513008,0.0027018,0,0,0,0,0
O95343,18.90348372,4.978581191,5,1.78E-05,15415.43409,0.00090994,0,1,0,0,0
P28358,19.05160373,2.81179668,3,1.83E-05,172.1686506,0.00305506,0,0,0,0,1
P28360,18.66983122,4.961065828,10,1.86E-05,1856.306301,0.003441,0,1,0,0,0
P33552,18.19038511,4.187423972,21,2.00E-05,1920.518579,0.00922223,0,0,0,0,1
Q00526,17.5555694,4.187546973,37,2.21E-05,8480.000656,0.04647214,0,0,1,0,0
Q13613,18.26894615,3.064649084,19,1.99E-05,4457.877586,0.00382106,0,0,0,1,0
Q15329,18.67007145,4.859014586,10,1.94E-05,297.9708347,0.00609031,0,0,0,0,1
Q5GLZ8,18.03092879,3.733153971,25,2.03E-05,6024.064665,0.00690179,0,0,0,0,1
Q8NDP4,18.70350395,1.963896473,9,1.94E-05,1787.916179,0.00307034,0,1,0,0,0
P14653,18.90710376,4.97686626,5,1.87E-05,171.8935755,0.00424112,1,1,0,0,0
O75503,18.82173685,2.630244442,7,1.87E-05,1072.836267,0.00140573,0,0,0,0,0
Q9NY56,18.82163341,2.630216974,7,1.88E-05,16300.40285,0.00124257,0,0,0,0,0
Q14206,18.26751877,1.908662727,19,1.88E-05,5988.677787,0.00238512,0,0,0,0,1
O75509,19.00433208,5.387945049,4,1.94E-05,98.09492766,0.00320857,0,0,0,0,1
Q96LW4,18.51000398,5.283814532,13,1.92E-05,552.773877,0.00409693,0,0,0,0,1
Q9UKA1,17.86024411,0.032057549,29,2.12E-05,6728.272882,0.02534823,0,0,0,0,0
Q9NVD3,18.87218083,5.177171079,6,1.84E-05,399.8372211,0.00151666,0,1,0,0,0
P10746,18.82121954,2.016953493,7,1.98E-05,1122.076535,0.00765109,0,0,0,0,1
P23193,17.09695837,4.992023511,51,2.13E-05,17909.66568,0.02586725,0,1,0,0,0
P26010,18.82111604,0.393358798,7,2.00E-05,2035.91251,0.006462,0,0,0,0,1
P32969,16.09646843,5.580597541,88,2.33E-05,27593.06031,0.21231997,0,0,0,0,1
Q12972,18.27179492,5.969238052,19,2.16E-05,2443.265576,0.0254566,1,1,0,0,0
Q6ZN18,18.11958449,5.205699926,23,2.02E-05,4157.031321,0.01020299,0,1,0,0,0
Q92833,18.23430697,5.205632825,20,2.16E-05,3507.490078,0.02216262,0,0,0,0,1
Q9NY59,18.61656111,2.215787392,11,1.99E-05,2177.002893,0.004632,0,0,0,1,0
Q8WUJ0,17.70494528,5.970430779,33,2.07E-05,20368.59495,0.01518386,0,1,0,0,0
Q96N64,18.61681429,5.211128655,11,2.17E-05,1548.498407,0.01868579,0,0,0,0,1
Q13243,17.35128263,5.424571046,43,2.21E-05,7440.726766,0.0694418,0,0,0,0,1
Q7RTV0,18.04391888,6.250401403,24,2.03E-05,1138.582441,0.01669527,0,1,0,0,0
Q96F63,18.26698298,6.249773517,19,1.97E-05,795.8672072,0.01086985,0,0,0,0,1
Q9HB20,19.00510947,2.808221316,4,1.92E-05,190.8128961,0.00450973,0,0,0,1,0
Q9P2E3,18.32580548,5.175064554,18,2.02E-05,3096.589643,0.00810214,0,0,1,0,0
Q86XA9,19.00829917,6.25317419,4,1.77E-05,363.9091593,0.00099063,0,0,0,0,0
P98155,18.58113434,2.404607031,12,1.84E-05,941.6443112,0.00099671,0,0,0,0,1
Q14114,18.04102173,4.250630009,24,2.00E-05,5985.737431,0.00418039,0,0,0,0,0
Q8N475,19.1434874,6.253819472,2,1.65E-05,21.03644112,0.00033979,0,0,0,0,0
P49585,18.61275591,3.48164164,11,1.97E-05,1571.676903,0.0037866,0,0,0,0,1
P51172,18.26716161,2.645666161,19,1.94E-05,6915.900726,0.00203183,0,0,0,0,1
Q15833,18.35160577,1.946609731,17,2.02E-05,2986.53761,0.00477298,0,0,1,0,0
Q969J3,18.65847562,1.9702185,10,1.90E-05,1064.192232,0.00193924,0,0,0,1,0
Q9BTT6,18.35177012,1.039613054,17,2.11E-05,7494.776097,0.01351737,0,0,1,0,0
Q9NXR1,17.87401731,1.782738679,29,2.23E-05,29039.48758,0.01847571,0,0,0,0,0
Q9UL45,18.03565132,2.786557867,25,2.00E-05,6853.048787,0.00399533,0,0,0,0,0
P49796,17.42267538,1.603341678,41,2.14E-05,27204.80005,0.01501894,0,0,0,1,0
Q92737,19.00804092,2.928750711,4,1.85E-05,59.3800529,0.00199709,0,0,0,0,0
Q9H898,18.61301003,3.17418078,11,2.02E-05,1693.555198,0.00907494,0,1,0,0,0
Q9NX74,19.05209848,5.722483926,3,1.79E-05,8.01049229,0.00209844,0,0,1,0,0
O75570,19.05251059,2.757608745,3,1.78E-05,97.53467331,0.00086215,0,0,0,0,0
P04628,19.00683488,2.463106765,4,1.65E-05,239.8825086,0.00017313,0,0,0,0,0
P56704,18.41020058,4.118085503,16,2.06E-05,13607.66877,0.00708165,0,0,0,1,0
Q13467,19.05275777,3.147591028,3,1.74E-05,316.1905648,0.00037019,0,0,0,0,0
Q5XG87,19.14311062,3.147509579,2,1.66E-05,38.67299556,0.00020292,0,0,0,0,1
O75582,18.65920425,4.743971777,10,2.05E-05,548.3897556,0.01133747,0,1,0,0,0
P0C2W1,18.49726924,3.423890074,14,2.02E-05,4450.582388,0.00801439,0,0,1,0,0
P58005,19.05292253,5.676475525,3,1.70E-05,57.32848543,0.00042157,0,0,0,0,1
Q5U5Q3,18.35193443,4.792944031,17,2.11E-05,1266.581358,0.02178956,0,0,0,1,0
Q6ZNF0,18.89447304,3.136459648,5,1.75E-05,508.1651424,0.00065608,0,0,0,0,0
Q8IXS2,18.78014235,0.257210718,8,1.95E-05,746.834871,0.00551458,0,0,0,0,1
Q03989,18.57929729,1.935352873,12,2.15E-05,12696.64621,0.01275714,0,1,0,0,0
Q6PI48,18.35209872,1.660967661,17,2.06E-05,4619.889951,0.0084,1,0,0,0,1
Q99856,18.45333074,1.573899491,15,2.09E-05,24175.59217,0.01530545,0,0,0,0,1
O75594,19.14431582,6.007019927,2,1.52E-05,18.91894915,5.36E-05,0,0,0,0,1
Q96F85,18.69884479,0.486084084,9,1.91E-05,24730.65482,0.00332013,0,0,1,0,0
P53805,18.35226299,3.956931323,17,1.92E-05,2397.979957,0.00341114,0,0,1,0,0
Q53FT3,18.82059841,2.777818027,7,1.88E-05,947.5674564,0.00205565,1,1,0,0,0
Q8WYA6,17.87480625,5.892042462,29,2.23E-05,18067.12294,0.03481263,0,0,0,0,1
Q9BX40,18.45689295,3.166763572,15,2.14E-05,5549.075589,0.01457452,0,0,0,1,0
Q9H869,18.03385485,3.852837757,25,2.11E-05,6252.450126,0.01629881,0,1,0,0,0
Q8WUQ7,18.51910295,1.04059343,13,1.99E-05,1199.489295,0.00724433,0,0,0,0,1
Q969Q0,17.4247251,5.79254808,41,2.21E-05,8167.601831,0.05668203,0,0,0,0,1
O60930,18.89956336,2.379573966,5,1.74E-05,51.29367151,0.00106131,0,0,0,0,1
O00488,18.66005366,3.969041871,10,2.10E-05,4984.529125,0.01234065,1,1,0,0,0
Q9H8G1,18.82039129,1.367113524,7,1.88E-05,1897.311102,0.00569143,0,0,0,0,0
Q5VTB9,18.88635272,4.783013316,6,1.87E-05,484.6220823,0.00227079,0,0,0,0,1
Q05048,18.32107405,0.216099787,18,2.16E-05,6838.618879,0.01827661,0,1,0,0,0
Q96LI6,18.42376182,1.81555598,15,1.97E-05,3546.536768,0.00571742,0,0,0,0,1
Q8N1B4,17.37047137,2.469212343,42,2.14E-05,23359.64993,0.01183576,0,0,0,0,0
Q86SE8,18.82028771,1.753511802,7,1.96E-05,964.4192392,0.00717604,0,1,0,0,0
Q9H1B7,18.66041748,4.903896776,10,2.02E-05,647.6733035,0.01006984,0,1,0,0,0
O75608,18.69872804,1.792897593,9,2.06E-05,4053.960918,0.00718906,0,0,0,0,1
P43234,19.06877813,1.792872405,3,1.73E-05,65.91680177,0.00038879,0,0,0,0,0
Q15561,17.90075931,1.791802953,28,2.16E-05,11848.3218,0.0172719,0,1,0,0,0
O75610,19.14461689,2.904664664,2,1.71E-05,15317,0.00043962,0,0,0,0,0
P02461,18.901382,1.008176802,5,1.92E-05,362.7122766,0.00640087,0,0,0,1,0
Q14CZ7,18.03340524,2.750472128,25,2.05E-05,3750.447827,0.01173439,0,0,0,0,1
P50053,18.40942459,6.182117005,16,2.05E-05,5154.229643,0.01199321,0,0,0,0,1
P10301,18.11855118,2.961536885,23,2.16E-05,13447.54212,0.01541323,0,0,0,1,0
P62072,18.70280644,2.425165203,9,1.77E-05,680.4957939,0.00061726,0,0,1,0,0
Q04725,18.40973506,1.562102942,16,1.99E-05,2142.538878,0.01335683,0,0,0,0,1
Q9Y5J7,18.88538167,2.424969205,6,1.86E-05,572.154233,0.00194582,0,0,1,0,0
O75841,19.14499311,2.299568995,2,1.54E-05,15317,4.46E-05,0,0,0,0,0
P17927,18.88509018,1.62973058,6,1.63E-05,492.5109063,0.00016294,0,0,0,0,0
O95905,17.82497073,6.278936823,30,2.14E-05,7744.873025,0.01687224,0,0,0,0,1
Q56P03,18.11834439,6.259379622,23,2.03E-05,830.762966,0.01738463,0,1,0,0,0
Q86UZ6,18.40818177,1.369901641,16,2.04E-05,1282.197038,0.01328442,0,1,0,0,0
