cooperative	common	V1	V2	degree_common	degree_V1	degree_V2	score_competitive	score_cooperative	paralog	quantile	thetad_V1_V2
0	Q96D31	O75185	Q13507	7	2	10	0.004	0.996	no	4	0.000361162
0	Q96D31	Q9BRQ5	Q13507	7	1	10	0.004	0.996	no	4	0.000339668
0	Q8N961	Q9BV47	P04053	9	5	8	0.004	0.996	no	4	0.000047455
0	Q16878	Q96CX6	Q9P2R6	9	4	9	0.006	0.994	no	4	0.000188754
0	O00763	Q08116	P50747	6	1	9	0.008	0.992	no	4	0.000025456
0	Q9H706	P20827	Q6S5L8	5	5	10	0.01	0.99	no	4	0.000150228
0	P52895	P17516	Q6P2D0	7	3	9	0.012	0.988	no	4	0.00005898
0	P01569	P01571	P05014	10	6	9	0.012	0.988	yes	4	0.000042816
0	P01571	Q9NXT0	P01569	6	2	10	0.012	0.988	no	4	0.000003921
0	O95969	Q96QP1	P51449	9	2	9	0.014	0.986	no	4	0.000111215
0	P52895	P42330	Q6P2D0	7	6	9	0.014	0.986	no	4	0.000064406
0	P52895	Q04828	Q6P2D0	7	7	9	0.014	0.986	no	4	0.000013391
0	P01569	P01571	P01570	10	6	8	0.014	0.986	yes	4	0.00001624
0	P15259	Q8N0Y7	P07738	6	1	9	0.014	0.986	yes	4	0.000169846
0	Q9H4D5	Q9UKK6	Q9NPJ8	3	8	10	0.014	0.986	yes	4	0.002010249
0	P01241	P09960	P0DML3	7	6	9	0.016	0.984	no	4	0.000553912
0	P01569	P01571	P01563	10	6	10	0.016	0.984	yes	4	0.012475655
0	P01569	P05013	P01563	10	4	10	0.016	0.984	yes	4	0.012532751
0	P01569	P01570	P05014	10	8	9	0.016	0.984	yes	4	0.000059056
0	Q9Y6X0	Q9BXN6	Q9NS26	7	1	4	0.016	0.984	yes	4	0.000054504
0	A6NIH7	P11488	P19087	9	4	9	0.018	0.982	yes	4	0.000060167
0	P52943	Q3I5F7	Q8WTP8	6	2	9	0.018	0.982	no	4	0.000139031
0	P05014	P01569	P32881	9	10	8	0.018	0.982	yes	4	0.000006043
0	P01374	Q06643	P07911	8	2	1	0.018	0.982	no	4	0.000072013
0	Q8WZ73	A8K855	Q6IPM2	9	7	8	0.018	0.982	no	4	0.000253041
0	Q969V6	Q8IZQ8	Q9ULH7	9	4	7	0.018	0.982	yes	4	0.000118043
0	O00590	P80075	Q16627	6	2	8	0.02	0.98	yes	4	0.000168015
0	Q96QV1	Q15465	O43323	5	2	9	0.02	0.98	yes	4	0.000278173
0	Q05469	Q0Z7S8	P15090	8	1	8	0.02	0.98	yes	4	0.000128416
0	O75971	O94818	Q5SXM2	7	7	9	0.02	0.98	no	4	0.00038213
0	P05014	P32881	P01563	9	8	10	0.02	0.98	yes	4	0.012507747
0	P13498	Q15080	P04839	10	4	3	0.02	0.98	no	4	0.000148934
0	Q13507	Q96D31	Q9UBN4	10	7	10	0.02	0.98	no	4	0.000357075
0	Q6PF05	Q6IPM2	A8K855	4	8	7	0.02	0.98	no	4	0.000253041
0	Q14123	P54750	Q01064	3	1	2	0.02	0.98	yes	4	0.000011839
0	P10747	P33681	P42081	8	5	2	0.022	0.978	yes	4	0.000139022
0	P10747	P33681	Q53EV4	8	5	2	0.022	0.978	no	4	0.000053428
0	O00590	Q99616	Q16627	6	2	8	0.022	0.978	yes	4	0.000059861
0	O14795	Q96HU8	Q14183	10	5	9	0.022	0.978	no	4	0.00016569
0	O15218	Q96IK0	Q8N2K0	9	4	10	0.022	0.978	no	4	0.006570892
0	Q5D1E8	Q9NZD4	A2A288	9	2	1	0.022	0.978	no	4	0.000049337
0	Q96QV1	Q14623	O43323	5	3	9	0.022	0.978	yes	4	0.000171431
0	Q8IXL6	P05814	Q8NBP7	10	6	4	0.022	0.978	no	4	0.000130326
0	Q8IXL6	Q96MK3	Q8NBP7	10	1	4	0.022	0.978	no	4	0.000065819
0	Q05469	P49675	P15090	8	3	8	0.022	0.978	no	4	0.000178708
0	O60870	Q15111	Q9BUU2	4	2	2	0.022	0.978	no	4	0.000039897
0	Q04828	Q07654	P42330	7	3	6	0.022	0.978	no	4	0.000042022
0	Q15173	Q16589	P46695	10	5	8	0.022	0.978	no	4	0.009784821
0	P51911	Q9ULK6	Q96EZ4	8	1	2	0.022	0.978	no	4	0.000063529
0	P19237	Q9P0L9	P63316	7	2	7	0.022	0.978	no	4	0.0001849
0	Q9NYR9	Q3B7J2	Q6GYQ0	10	3	9	0.022	0.978	no	4	0.000460406
0	Q9HAY2	Q96D98	Q8N6I1	5	4	10	0.022	0.978	yes	4	0.000158864
0	O95969	A1A4V9	Q96QP1	9	1	2	0.024	0.976	no	4	0.000070489
0	O00187	P0C0L5	P11226	9	3	10	0.024	0.976	no	4	0.00068597
0	P10747	Q53EV4	P42081	8	2	2	0.024	0.976	no	4	0.000085594
0	P04155	Q9NYZ4	Q92508	8	1	10	0.024	0.976	no	4	0.000079458
0	Q86UL8	P08588	O75783	10	8	4	0.024	0.976	no	4	0.000086783
0	P46092	O43927	O00585	6	2	10	0.024	0.976	no	4	0.000378919
0	P46092	Q9Y4X3	O00585	6	2	10	0.024	0.976	no	4	0.000076276
0	Q13323	Q16548	Q9HD36	8	10	10	0.024	0.976	yes	4	0.000668778
0	P09105	Q8TAC1	P02042	3	1	8	0.024	0.976	no	4	0.00002041
0	P51157	A2RUR9	Q8NEH6	5	1	7	0.024	0.976	no	4	0.000018902
0	O60870	Q9BUU2	Q8WTQ4	4	2	1	0.024	0.976	no	4	0.000019709
0	O60870	Q15111	Q8WTQ4	4	2	1	0.024	0.976	no	4	0.000059606
0	P22033	Q8IVH4	Q8TAA5	7	2	8	0.024	0.976	no	4	0.000125222
0	Q16533	Q13487	O75971	9	3	7	0.024	0.976	no	4	0.000135048
0	Q16533	Q92966	O75971	9	4	7	0.024	0.976	no	4	0.000144394
0	P01569	P05013	P01571	10	4	6	0.024	0.976	yes	4	0.000057096
0	P07315	P07316	P43320	6	1	5	0.024	0.976	yes	4	0.000879375
0	Q99967	P50458	Q92481	8	6	7	0.024	0.976	no	4	0.000185543
0	P16860	P16066	P17342	4	1	4	0.024	0.976	yes	4	0.000033996
0	P49335	P20265	P20264	3	3	1	0.024	0.976	yes	4	0.000018299
0	Q9BVX2	Q96A25	Q86UF1	4	1	7	0.026	0.974	no	4	0.000071074
0	P50591	Q9UBN6	O14798	9	6	3	0.026	0.974	yes	4	0.000062281
0	O00300	O75888	Q9Y6Q6	3	7	10	0.026	0.974	no	4	0.00396093
0	O60675	Q16621	P35452	8	7	5	0.026	0.974	no	4	0.000270948
0	O60675	Q9Y4A8	P35452	8	6	5	0.026	0.974	no	4	0.000327578
0	P0DML2	P01241	P05408	9	7	6	0.026	0.974	no	4	0.000094677
0	P0DML3	P01241	P05408	9	7	6	0.026	0.974	no	4	0.000094677
0	Q6P2D0	P52895	P58005	9	7	3	0.026	0.974	no	4	0.000009225
0	P27352	Q7Z7M9	O60494	4	3	6	0.026	0.974	no	4	0.000109203
0	Q96D31	O75185	Q9BRQ5	7	2	1	0.026	0.974	no	4	0.000021494
0	O75971	Q16533	O94818	7	9	7	0.026	0.974	no	4	0.000337816
0	P35914	Q8TB92	Q05932	10	2	8	0.026	0.974	no	4	0.000110982
0	P01571	Q9NXT0	Q7Z7J7	6	2	4	0.026	0.974	no	4	0.000028442
0	P16860	P16066	P20594	4	1	4	0.026	0.974	yes	4	0.000020619
0	Q9UHJ6	Q9P016	Q9BYI3	7	4	10	0.026	0.974	no	4	0.000211326
0	Q9NPF7	P29460	Q5VWK5	6	2	2	0.026	0.974	no	4	0.000099167
0	Q9BZX2	Q96BW1	Q2TAA2	5	8	1	0.026	0.974	no	4	0.000175021
0	P08172	Q96DD7	Q86UF1	8	1	7	0.028	0.972	no	4	0.000147617
0	Q9BU02	Q06033	O43824	8	3	7	0.028	0.972	no	4	0.000356398
0	Q9NS64	Q96JQ5	Q6ZS10	8	1	2	0.028	0.972	no	4	0.000071675
0	O00512	Q9BRQ0	Q9Y3Y4	8	2	4	0.028	0.972	yes	4	0.000079178
0	Q16548	Q96PG8	Q13323	10	7	8	0.028	0.972	no	4	0.000453973
0	Q16548	Q9BXH1	Q13323	10	7	8	0.028	0.972	no	4	0.001093111
0	P58400	O00294	Q8N2Q7	7	3	10	0.028	0.972	no	4	0.001447141
0	Q96T59	A8MXV6	Q8WV74	6	1	8	0.028	0.972	no	4	0.000051877
0	Q8IXL6	P05814	P02810	10	6	2	0.028	0.972	no	4	0.000082814
0	Q8IXL6	Q8NBP7	P02810	10	4	2	0.028	0.972	no	4	0.00021314
0	Q8IXL6	Q96MK3	P02810	10	1	2	0.028	0.972	no	4	0.000147321
0	Q8IXL6	P05814	Q96MK3	10	6	1	0.028	0.972	no	4	0.000064507
0	O95631	Q8NBI3	Q92859	7	1	8	0.028	0.972	no	4	0.00005453
0	Q04828	P52895	Q07654	7	7	3	0.028	0.972	no	4	0.000000179
0	P08697	P00746	P08246	5	2	8	0.028	0.972	no	4	0.000189125
0	P01569	P01563	P01570	10	10	8	0.028	0.972	yes	4	0.012459415
0	P10145	P25024	P02776	9	2	8	0.028	0.972	no	4	0.000056775
0	P10144	P14222	P08246	4	4	8	0.028	0.972	no	4	0.000643223
0	P51677	P16619	P80098	7	3	6	0.028	0.972	yes	4	0.002303023
0	P10243	Q52LA3	Q8IV36	8	8	4	0.028	0.972	no	4	0.000331863
0	Q9UK13	Q2VY69	Q9UK10	3	2	1	0.028	0.972	yes	4	0.000051511
0	P08172	Q5T442	Q86UF1	8	7	7	0.03	0.97	no	4	0.000463043
0	Q9NS64	Q9BSE2	Q6ZS10	8	9	2	0.03	0.97	no	4	0.000146405
0	Q9NS64	Q9BSE2	Q96JQ5	8	9	1	0.03	0.97	no	4	0.00021808
0	P46092	Q99731	O00585	6	3	10	0.03	0.97	yes	4	0.000152661
0	O75916	Q6NWY9	Q6MZT1	7	7	2	0.03	0.97	no	4	0.000117594
0	Q9GZN7	Q9Y4E6	P13535	10	5	6	0.03	0.97	no	4	0.000162744
0	O15218	Q96IK0	Q6T4P5	9	4	7	0.03	0.97	no	4	0.006816248
0	Q96BW1	Q8WU10	Q9BZX2	8	2	5	0.03	0.97	no	4	0.000295182
0	Q96BW1	Q8WU10	Q9HA47	8	2	5	0.03	0.97	no	4	0.000313723
0	Q96IG2	P61236	O60688	6	4	6	0.03	0.97	yes	4	0.000163397
0	O95631	Q6ZN44	Q92859	7	3	8	0.03	0.97	no	4	0.000091067
0	O95631	Q8IZJ1	Q92859	7	6	8	0.03	0.97	no	4	0.000160187
0	P05014	P01569	P01567	9	10	1	0.03	0.97	yes	4	0.000014072
0	P05014	P32881	P01567	9	8	1	0.03	0.97	yes	4	0.000008029
0	P01571	P01569	Q7Z7J7	6	10	4	0.03	0.97	no	4	0.000024521
0	P51677	P16619	P51671	7	3	4	0.03	0.97	yes	4	0.001839415
0	Q5J5C9	Q5JS37	Q8N2E2	8	3	7	0.03	0.97	no	4	0.000128121
0	P34820	Q8TEU8	Q96NZ8	5	6	7	0.03	0.97	yes	4	0.000158138
0	Q86UR1	Q8NFA2	Q9Y5S8	6	1	4	0.03	0.97	no	4	0.000059337
0	Q9BR01	Q8N143	Q8TAM6	9	3	1	0.03	0.97	no	4	0.000046796
0	P50747	Q86XM0	O00763	9	1	6	0.032	0.968	no	4	0.000016246
0	O15457	Q9UHC1	O43196	7	4	5	0.032	0.968	no	4	0.000171232
0	Q6VVB1	O95278	Q16517	8	9	1	0.032	0.968	no	4	0.000097909
0	P09210	Q16772	Q7RTV2	6	2	1	0.032	0.968	yes	4	0.000153602
0	P52895	Q04828	P17516	7	7	3	0.032	0.968	yes	4	0.000045589
0	Q9HA47	Q96BW1	Q9BZM1	5	8	3	0.032	0.968	no	4	0.000288517
0	Q9HA47	Q9BZM1	Q9BZX2	5	3	5	0.032	0.968	no	4	0.000235569
0	O60494	Q9BXJ7	P11684	6	1	7	0.032	0.968	no	4	0.000114669
0	O95631	Q8NBI3	Q6ZN44	7	1	3	0.032	0.968	no	4	0.000036537
0	Q92481	Q99967	Q99966	7	8	5	0.032	0.968	yes	4	0.000164381
0	P11172	P07741	O95925	9	6	4	0.032	0.968	no	4	0.000564886
0	P01241	P0DML2	P09960	7	9	6	0.032	0.968	no	4	0.000540682
0	P16860	P20594	P17342	4	4	4	0.032	0.968	yes	4	0.000054615
0	Q9HBE5	Q9HBE4	P60568	3	2	5	0.032	0.968	no	4	0.000645883
0	Q96Q77	Q5JT82	Q16206	10	2	5	0.032	0.968	no	4	0.000104966
0	P57077	Q8N5C8	Q96MA6	3	10	2	0.032	0.968	no	4	0.000385721
0	Q9NPJ8	P57771	Q96PE3	10	4	3	0.032	0.968	no	4	0.00007224
0	Q9BZX2	Q9HA47	Q2TAA2	5	5	1	0.032	0.968	no	4	0.000103532
0	O95969	P51449	A1A4V9	9	9	1	0.034	0.966	no	4	0.000181704
0	P12259	P78380	P00742	8	1	7	0.034	0.966	no	4	0.0000297
0	A6NIH7	P19087	Q96QS6	9	9	7	0.034	0.966	no	4	0.000335852
0	O14633	Q9BYP8	Q96NT3	5	1	5	0.034	0.966	no	4	0.00004152
0	P09210	Q16772	O15217	6	2	4	0.034	0.966	yes	4	0.00022319
0	P09210	Q7RTV2	O15217	6	1	4	0.034	0.966	yes	4	0.000069588
0	O15218	Q8N2K0	Q6T4P5	9	10	7	0.034	0.966	no	4	0.000245356
0	Q9Y3Q4	Q8IYB4	O60741	4	5	3	0.034	0.966	no	4	0.00014934
0	Q9Y3Q4	Q8IYB4	Q9P1Z3	4	5	2	0.034	0.966	no	4	0.000043141
0	Q16602	P01258	O60894	7	1	2	0.034	0.966	no	4	0.000128672
1	Q16602	P06881	O60894	7	1	2	0.034	0.966	no	4	0.00010189
0	Q16533	Q92966	Q13487	9	4	3	0.034	0.966	no	4	0.000279442
0	Q5SXM2	O75971	Q13487	9	7	3	0.034	0.966	no	4	0.000135048
0	O95631	Q8NBI3	Q8IZJ1	7	1	6	0.034	0.966	no	4	0.000105657
0	Q92481	Q96RK1	Q99967	7	4	8	0.034	0.966	yes	4	0.000297704
0	P42330	Q04828	P17516	6	7	3	0.034	0.966	yes	4	0.000045589
0	P60568	P01589	Q9HBE5	5	2	3	0.034	0.966	no	4	0.000573068
0	P10145	P02776	P25025	9	8	9	0.034	0.966	no	4	0.00016507
0	P05408	P16519	P0DML2	6	1	9	0.034	0.966	no	4	0.000134804
0	P05408	P16519	P0DML3	6	1	9	0.034	0.966	no	4	0.000121574
0	Q16557	Q6ZMR5	Q7Z7M0	6	6	7	0.034	0.966	no	4	0.000226405
0	Q6ZMV9	P16219	Q86XA9	6	8	4	0.034	0.966	no	4	0.00002508
0	Q9UBR4	P48742	Q8TE12	10	8	4	0.034	0.966	yes	4	0.000170091
0	Q9NPJ8	P57771	Q9H4D5	10	4	3	0.034	0.966	no	4	0.001994638
0	Q9NPJ8	Q9H4D5	Q96PE3	10	3	3	0.034	0.966	no	4	0.002066878
0	P12259	P07225	P00742	8	9	7	0.036	0.964	no	4	0.000745382
0	P08172	Q96DD7	Q5T442	8	1	7	0.036	0.964	no	4	0.000315426
0	A8K4G0	Q9UGN4	Q8TDQ1	5	1	2	0.036	0.964	yes	4	0.000160024
0	P49682	O14625	P02778	7	3	2	0.036	0.964	yes	4	0.000077981
0	P49682	P02778	Q07325	7	2	3	0.036	0.964	yes	4	0.000047306
0	Q16548	Q96PG8	Q9BXH1	10	7	7	0.036	0.964	no	4	0.001547084
0	O15217	Q96LR7	P09210	4	1	6	0.036	0.964	no	4	0.000058782
0	Q05469	Q0Z7S8	P49675	8	1	3	0.036	0.964	no	4	0.000050292
0	Q9Y3Q4	Q8IYB4	Q9UL51	4	5	4	0.036	0.964	no	4	0.000145445
0	Q16602	O60894	P35318	7	2	1	0.036	0.964	no	4	0.000074052
0	Q16533	Q5SXM2	Q92966	9	9	4	0.036	0.964	no	4	0.00021779
0	P01019	P50052	P00797	10	4	4	0.036	0.964	no	4	0.000182177
0	O95631	Q6ZN44	O95185	7	3	1	0.036	0.964	yes	4	0.000194858
0	O95631	O95185	Q8NBI3	7	1	1	0.036	0.964	no	4	0.000231395
0	O95631	Q6ZN44	Q8IZJ1	7	3	6	0.036	0.964	yes	4	0.00006912
0	Q92503	Q16572	Q9GZV3	8	1	2	0.036	0.964	no	4	0.000121153
0	P78552	P05112	P35225	8	4	3	0.036	0.964	no	4	0.0001167
0	Q9HBE4	Q9HBE5	P00352	2	3	1	0.036	0.964	no	4	0.000078234
0	P35237	P20151	Q9UKR3	6	7	4	0.036	0.964	no	4	0.000149068
0	P17342	P16860	P23582	4	4	2	0.036	0.964	no	4	0.000003382
0	P01569	P05014	P05013	10	9	4	0.036	0.964	yes	4	0.00001428
0	P51677	P80098	P51671	7	6	4	0.036	0.964	yes	4	0.000463608
0	P40199	P31997	Q16568	3	3	2	0.036	0.964	no	4	0.000033567
0	P19237	P45379	Q9P0L9	7	6	2	0.036	0.964	no	4	0.000230696
0	P23582	P17342	P20594	2	4	4	0.036	0.964	yes	4	0.000054615
0	A8K4G0	Q08708	Q8TDQ1	5	4	2	0.038	0.962	yes	4	0.00015167
0	A8K4G0	Q9UGN4	Q496F6	5	1	5	0.038	0.962	yes	4	0.000060266
0	P46092	O43927	O15444	6	2	3	0.038	0.962	no	4	0.000126394
0	P49682	Q07325	O14625	7	3	3	0.038	0.962	yes	4	0.000125287
0	O14795	Q14184	Q96HU8	10	3	5	0.038	0.962	no	4	0.000162468
0	Q96HY7	Q96LB9	Q8IXN7	10	1	3	0.038	0.962	no	4	0.000075651
0	O43715	Q96N28	Q9Y3B1	7	1	4	0.038	0.962	yes	4	0.000081065
0	O60494	Q9BXJ7	P27352	6	1	4	0.038	0.962	no	4	0.000063654
0	Q9HAW7	Q9HAW9	O60656	3	1	4	0.038	0.962	yes	4	0.000059559
0	Q9Y3Q4	Q9P1Z3	Q9UL51	4	2	4	0.038	0.962	yes	4	0.000102304
0	Q16602	P01258	P06881	7	1	1	0.038	0.962	no	4	0.000230562
0	Q16602	P01258	P35318	7	1	1	0.038	0.962	no	4	0.00005462
0	Q16602	P06881	P35318	7	1	1	0.038	0.962	no	4	0.000175942
0	P20827	Q9H706	P02775	5	5	3	0.038	0.962	no	4	0.000137743
0	P13498	Q969G6	P04839	10	2	3	0.038	0.962	no	4	0.000244996
0	P35590	Q9Y264	Q15238	4	2	2	0.038	0.962	no	4	0.000077245
0	Q8N6P7	Q9NYY1	Q9GZX6	4	3	3	0.038	0.962	no	4	0.00016808
0	P05451	P48304	Q06141	3	2	6	0.038	0.962	yes	4	0.00000368
0	Q9UDX4	Q9UDX3	O76054	2	4	1	0.038	0.962	yes	4	0.000058044
0	A8K4G0	Q6UXZ3	Q08708	5	3	4	0.04	0.96	yes	4	0.000069515
0	A8K4G0	Q6UXZ3	Q496F6	5	3	5	0.04	0.96	yes	4	0.000138135
0	A8K4G0	Q8TDQ1	Q496F6	5	2	5	0.04	0.96	yes	4	0.00022029
0	A8K4G0	Q6UXZ3	Q8TDQ1	5	3	2	0.04	0.96	yes	4	0.000082155
0	P46092	O15444	Q9Y4X3	6	3	2	0.04	0.96	no	4	0.000176249
0	Q9ULT6	Q6UXX9	Q9BXY4	7	6	4	0.04	0.96	yes	4	0.000131354
0	O94907	Q96MU8	O00142	9	1	3	0.04	0.96	no	4	0.000087948
0	Q8N112	Q8N8F7	Q96F15	3	1	3	0.04	0.96	no	4	0.000060501
0	O43715	Q9Y255	Q9Y3B1	7	7	4	0.04	0.96	yes	4	0.00214165
0	O43715	Q96N28	Q9Y255	7	1	7	0.04	0.96	yes	4	0.002222715
0	P28223	P21554	Q14416	9	7	1	0.04	0.96	no	4	0.000061483
0	O95631	Q8IZJ1	O95185	7	6	1	0.04	0.96	yes	4	0.000125738
0	Q14442	O95256	Q92535	6	2	4	0.04	0.96	no	4	0.000157373
0	Q92859	O95631	Q6ZVN8	8	7	3	0.04	0.96	no	4	0.000170091
0	P20594	P16860	P23582	4	4	2	0.04	0.96	no	4	0.000003382
0	Q8WTP8	P52943	Q9NPR2	9	6	2	0.04	0.96	no	4	0.000121939
0	Q96EC8	Q9BWQ6	Q9Y548	9	4	3	0.04	0.96	yes	4	0.000108209
0	Q9NYR9	Q6GYQ0	Q2PPJ7	10	9	6	0.04	0.96	no	4	0.000221273
0	A8K4G0	Q08708	Q9UGN4	5	4	1	0.042	0.958	yes	4	0.000008354
0	A8K4G0	Q6UXZ3	Q9UGN4	5	3	1	0.042	0.958	yes	4	0.000077869
0	P46092	O15444	Q99731	6	3	3	0.042	0.958	yes	4	0.000099864
0	Q9ULT6	O75473	Q9BXY4	7	1	4	0.042	0.958	no	4	0.000075324
0	Q96DR8	Q96E40	Q8IZM9	10	4	2	0.042	0.958	no	4	0.00008397
0	P41146	O15432	Q13519	5	8	1	0.042	0.958	no	4	0.00002863
0	O43278	Q04756	Q9Y5Y6	4	8	4	0.042	0.958	no	4	0.000156203
0	Q96QV1	Q15465	Q14623	5	2	3	0.042	0.958	yes	4	0.000106742
0	Q16478	O43424	Q13003	7	8	5	0.042	0.958	yes	4	0.001184729
0	P12645	Q96NZ8	Q8TEU8	4	7	6	0.042	0.958	yes	4	0.000158138
0	O60494	P11684	P27352	6	7	4	0.042	0.958	no	4	0.000178323
0	Q9NY56	O75503	Q9NPH6	7	7	1	0.042	0.958	no	4	0.000055306
1	P62072	Q9Y5J6	Q9Y5J7	9	4	6	0.042	0.958	no	4	0.000181363
0	O75679	Q9NWL6	O75677	6	3	1	0.042	0.958	no	4	0.000082508
0	O95631	Q92859	O95185	7	8	1	0.042	0.958	no	4	0.000285925
0	P10145	P25024	Q16570	9	2	4	0.042	0.958	no	4	0.000422211
0	P26998	P05813	Q3KP22	3	5	2	0.042	0.958	no	4	0.000135931
0	Q53GG5	Q9NPC6	Q9UBF9	9	8	7	0.042	0.958	no	4	0.00476008
0	Q96EC8	Q9Y548	Q8TBB6	9	3	1	0.042	0.958	no	4	0.000074617
0	Q5VUM1	Q9NRP4	Q9NVH6	3	10	3	0.042	0.958	no	4	0.000228216
0	Q8IU54	Q8IZJ0	Q8IU57	3	1	1	0.042	0.958	no	4	0.000259806
0	Q14406	Q8IZL2	Q96JK9	3	4	5	0.042	0.958	yes	4	0.000212951
0	A6NIH7	Q96QS6	P11488	9	7	4	0.044	0.956	no	4	0.000275685
0	A8K4G0	Q496F6	Q08708	5	5	4	0.044	0.956	yes	4	0.00006862
0	Q15399	Q9Y2C9	Q9Y315	8	3	8	0.044	0.956	no	4	0.000220342
0	O95832	O95049	O00501	7	3	3	0.044	0.956	no	4	0.000154814
0	P46092	O00585	O15444	6	10	3	0.044	0.956	yes	4	0.000252525
0	P46092	Q99731	O43927	6	3	2	0.044	0.956	no	4	0.000226258
0	P46092	Q9Y4X3	O43927	6	2	2	0.044	0.956	no	4	0.000302643
0	P46092	Q99731	Q9Y4X3	6	3	2	0.044	0.956	no	4	0.000076385
0	O00590	Q99616	P80075	6	2	2	0.044	0.956	yes	4	0.000108154
0	Q9ULT6	O75473	Q6UXX9	7	1	6	0.044	0.956	no	4	0.00005603
0	Q9BY67	O95727	Q13368	8	1	5	0.044	0.956	no	4	0.000055178
0	Q9H6Q4	O15060	Q9H5X1	9	4	6	0.044	0.956	no	4	0.000405837
0	Q16478	Q13002	Q13003	7	10	5	0.044	0.956	yes	4	0.00117892
0	P00736	P09871	Q9NZP8	8	7	1	0.044	0.956	yes	4	0.000035546
0	P05014	P01567	P01563	9	1	10	0.044	0.956	yes	4	0.012515776
0	P02776	P48061	P07204	8	7	2	0.044	0.956	no	4	0.000068583
0	P05813	P43320	P26998	5	5	3	0.044	0.956	yes	4	0.000097972
0	P43320	P05813	P07315	5	5	6	0.044	0.956	yes	4	0.00090452
0	P10145	P02776	Q16570	9	8	4	0.044	0.956	no	4	0.000478986
0	Q8NEF3	Q8N6V9	Q96LR2	10	7	10	0.044	0.956	no	4	0.000225068
0	Q6ZVN8	Q92859	Q8IU80	3	8	1	0.044	0.956	no	4	0.00014992
0	P22001	Q09470	P17658	10	6	5	0.044	0.956	yes	4	0.000169841
0	Q96HJ5	Q16667	Q9Y267	4	5	2	0.044	0.956	no	4	0.000084935
0	P50458	Q99967	P28360	6	8	10	0.044	0.956	no	4	0.018133029
0	Q96EC8	Q9BWQ6	Q8TBB6	9	4	1	0.044	0.956	no	4	0.000033592
0	Q92781	Q96EK6	P12271	3	7	1	0.044	0.956	no	4	0.000041335
0	Q9GZX6	Q8N6P7	Q969J5	3	4	2	0.044	0.956	yes	4	0.000208637
0	P12259	P07225	P78380	8	9	1	0.046	0.954	no	4	0.000775082
0	Q86UF1	P08172	Q9BVX2	7	8	4	0.046	0.954	no	4	0.000229934
0	P46976	Q04446	Q9C029	10	10	4	0.046	0.954	no	4	0.000393344
0	O60741	Q9P1Z3	Q9UL51	3	2	4	0.046	0.954	yes	4	0.000102304
0	Q9BSE2	Q9NS64	Q9H2S6	9	8	2	0.046	0.954	no	4	0.000080941
0	Q8N2Q7	Q9P2S2	P58401	10	3	3	0.046	0.954	no	4	0.000338664
0	P10145	P25025	Q16570	9	9	4	0.046	0.954	no	4	0.000313916
0	P13688	Q16568	P31997	9	2	3	0.046	0.954	no	4	0.000033567
0	Q6ZMV9	P57768	P16219	6	3	8	0.046	0.954	no	4	0.000011792
0	P35243	Q15835	Q0VDG4	8	4	4	0.046	0.954	no	4	0.000080184
0	Q9NYR9	Q2PPJ7	Q3B7J2	10	6	3	0.046	0.954	no	4	0.000681679
0	Q3SY56	Q86VX9	Q8N9W5	8	2	2	0.046	0.954	no	4	0.000109766
0	O95221	Q86WR0	Q96C23	7	4	2	0.048	0.952	no	4	0.000045963
0	Q9ULB1	Q8N2Q7	O00294	7	10	3	0.048	0.952	no	4	0.001447141
0	Q86TU7	Q86WA6	Q86W56	7	4	5	0.048	0.952	no	4	0.000212889
0	P21397	Q9NQG6	P27338	4	10	2	0.048	0.952	no	4	0.000061559
0	Q14116	O95998	Q13478	9	1	4	0.048	0.952	no	4	0.00010114
0	P57054	O94777	Q14442	5	5	6	0.05	0.95	no	4	0.000098151
0	P07225	P12259	Q6X784	9	8	9	0.05	0.95	no	4	0.000904065
0	P10145	P25025	P25024	9	9	2	0.05	0.95	yes	4	0.000108295
0	P10144	P10124	P08246	4	4	8	0.05	0.95	no	4	0.000463109
0	P26715	Q13241	Q01453	8	6	5	0.05	0.95	no	4	0.000125673
0	Q9BZL3	P54849	P21145	8	1	9	0.05	0.95	no	4	0.000045829
0	Q6UXA7	Q7L1I2	Q92186	3	2	1	0.05	0.95	no	4	0.000077334
0	Q5JQC9	Q8NA03	O75969	5	2	8	0.052	0.948	no	4	0.000064689
0	Q9BSE2	Q96IW7	Q9NS64	9	10	8	0.052	0.948	no	4	0.000155421
0	Q6IPM2	Q8WZ73	Q6PF05	8	9	4	0.052	0.948	no	4	0.00007359
0	Q9ULB1	Q7L8C5	Q8N2Q7	7	3	10	0.054	0.946	no	4	0.001332613
0	O15432	O60896	P41146	8	3	5	0.054	0.946	no	4	0.000089301
0	Q9ULJ1	Q9UJ83	Q86SE8	10	5	7	0.054	0.946	no	4	0.00016977
0	Q6ZMV9	P57768	Q86XA9	6	3	4	0.054	0.946	no	4	0.000013288
0	Q86UR1	Q9UFD9	Q9Y5S8	6	4	4	0.054	0.946	no	4	0.000145722
0	Q86UR1	Q9UFD9	Q8NFA2	6	4	1	0.054	0.946	no	4	0.000205059
0	P05164	Q8J025	Q6P1J6	7	4	8	0.054	0.946	no	4	0.000102809
0	Q8N474	O60353	P04628	6	9	4	0.056	0.944	no	4	0.000074832
0	Q6UWF3	P11049	Q6ZN84	2	2	1	0.056	0.944	no	4	0.000061426
